"Neighbourhoods_ID","Neighbourhoods","Click_ID","Entr_Time","Duration","Attributes__what_they_search_for_","Browser_ID"
"L1","Barceloneta","19097","2023-4-26 21:37","0:00:05","Instagram","B9"
"L1","Barceloneta","19098","2023-4-26 21:38","0:00:29","Website","B9"
"L7","Poblenou","19099","2023-4-26 21:39","0:00:08","Instagram","B9"
"L4","Gracia","19100","2023-4-27 8:47","0:00:37","Menu","B9"
"L1","Barceloneta","19101","2023-4-27 8:48","0:00:22","Website","B9"
"L6","Sarria","19102","2023-4-27 8:49","0:01:03","Offers","B9"
"L3","Sants","19103","2023-4-27 8:49","0:00:22","Location","B9"
"L3","Sants","19104","2023-4-27 8:50","0:46:27","Speciality Offerings","B9"
"L3","Sants","19105","2023-4-27 9:42","0:46:22","Instagram","B9"
"L4","Gracia","19106","2023-4-27 10:34","0:04:27","Website","B9"
"L1","Barceloneta","19107","2023-4-27 17:09","0:38:55","Location","B9"
"L6","Sarria","19108","2023-4-27 17:48","0:03:16","Location","B9"
"L4","Gracia","19109","2023-4-27 17:52","0:39:09","Instagram","B9"
"L6","Sarria","19110","2023-4-27 18:10","0:00:28","Speciality Offerings","B9"
"L6","Sarria","19111","2023-4-27 18:11","0:15:00","Website","B9"
"L1","Barceloneta","19112","2023-4-27 18:27","0:01:44","Accessability","B9"
"L7","Poblenou","19113","2023-4-27 18:29","0:05:24","Website","B9"
"L1","Barceloneta","19114","2023-4-27 18:35","0:01:24","Accessability","B9"
"L7","Poblenou","19115","2023-4-27 19:11","0:00:59","Website","B9"
"L7","Poblenou","19116","2023-4-27 19:19","0:05:53","Website","B9"
"L4","Gracia","19117","2023-4-27 19:24","0:46:51","Instagram","B9"
"L3","Sants","19118","2023-4-27 20:23","0:47:18","Instagram","B9"
"L2","El Born","19119","2023-4-27 21:11","0:04:11","Instagram","B9"
"L7","Poblenou","19120","2023-4-28 9:13","0:01:11","Website","B6"
"L2","El Born","19121","2023-4-28 9:16","0:00:04","Accessability","B6"
"L2","El Born","19122","2023-4-28 9:17","0:15:50","Instagram","B6"
"L7","Poblenou","19123","2023-4-28 9:35","0:06:07","Instagram","B6"
"L2","El Born","19124","2023-4-28 9:43","0:02:18","Website","B6"
"L4","Gracia","19125","2023-4-28 9:47","0:00:05","Accessability","B6"
"L2","El Born","19126","2023-4-28 10:22","0:00:34","Careers","B9"
"L1","Barceloneta","19127","2023-4-28 10:50","0:08:37","Website","B9"
"L3","Sants","19128","2023-4-28 16:48","0:00:42","Accessability","B9"
"L2","El Born","19129","2023-4-28 16:49","0:00:45","Location","B9"
"L4","Gracia","19130","2023-4-28 16:50","0:01:36","Careers","B9"
"L2","El Born","19131","2023-4-28 16:52","0:01:02","Instagram","B9"
"L3","Sants","19132","2023-4-29 9:56","0:00:07","Website","B9"
"L1","Barceloneta","19133","2023-4-29 9:57","0:00:11","Location","B9"
"L3","Sants","19134","2023-4-29 9:57","0:00:17","Speciality Offerings","B9"
"L3","Sants","19135","2023-4-29 9:58","0:00:50","Accessability","B9"
"L3","Sants","19136","2023-4-29 9:59","0:22:32","Website","B9"
"L5","Eixample","19137","2023-4-29 10:33","2:17:44","Ambience","B9"
"L2","El Born","19138","2023-4-29 10:49","0:18:39","Location","B5"
"L6","Sarria","19139","2023-4-29 12:51","0:03:22","Speciality Offerings","B9"
"L3","Sants","19140","2023-4-29 12:55","0:26:00","Location","B9"
"L2","El Born","19141","2023-4-29 12:55","0:00:07","Speciality Offerings","B9"
"L2","El Born","19142","2023-4-29 13:23","0:34:43","Accessability","B9"
"L1","Barceloneta","19143","2023-4-29 18:01","0:36:20","Speciality Offerings","B9"
"L5","Eixample","19144","2023-4-29 18:01","0:00:16","Menu","B9"
"L3","Sants","19145","2023-4-29 18:38","0:00:23","Instagram","B9"
"L1","Barceloneta","19146","2023-4-29 18:39","0:07:42","Instagram","B9"
"L1","Barceloneta","19147","2023-4-29 18:39","0:00:24","Ratings","B9"
"L2","El Born","19148","2023-4-30 9:03","0:06:59","Instagram","B5"
"L1","Barceloneta","19149","2023-4-30 9:10","0:15:48","Website","B5"
"L1","Barceloneta","19150","2023-4-30 14:41","0:15:22","Location","B9"
"L2","El Born","19151","2023-4-30 16:41","0:22:40","Menu","B5"
"L4","Gracia","19152","2023-4-30 17:05","0:47:17","Instagram","B5"
"L3","Sants","19153","2023-4-30 17:53","0:17:03","Ambience","B5"
"L2","El Born","19154","2023-5-1 0:43","0:27:25","Speciality Offerings","B5"
"L6","Sarria","19155","2023-5-1 12:06","0:01:05","Accessability","B9"
"L2","El Born","19156","2023-5-1 12:06","0:00:14","Speciality Offerings","B9"
"L5","Eixample","19157","2023-5-1 12:08","0:01:06","Website","B9"
"L7","Poblenou","19158","2023-5-1 12:08","0:00:16","Speciality Offerings","B9"
"L3","Sants","19159","2023-5-1 12:10","0:03:39","Careers","B9"
"L3","Sants","19160","2023-5-1 12:15","0:08:15","Speciality Offerings","B9"
"L3","Sants","19161","2023-5-1 12:24","0:02:51","Accessability","B9"
"L2","El Born","19162","2023-5-1 12:27","0:12:14","Website","B9"
"L2","El Born","19163","2023-5-1 15:06","0:05:38","Instagram","B5"
"L7","Poblenou","19164","2023-5-1 15:13","0:06:39","Menu","B5"
"L4","Gracia","19165","2023-5-1 20:19","0:18:55","Speciality Offerings","B9"
"L2","El Born","19166","2023-5-1 20:38","0:45:16","Ambience","B9"
"L1","Barceloneta","19167","2023-5-1 21:23","0:46:11","Location","B9"
"L2","El Born","19168","2023-5-1 22:10","0:26:41","Website","B9"
"L7","Poblenou","19169","2023-5-1 22:10","0:00:10","Accessability","B9"
"L2","El Born","19170","2023-5-2 9:10","0:00:03","Instagram","B9"
"L2","El Born","19171","2023-5-2 9:11","0:00:07","Website","B9"
"L1","Barceloneta","19172","2023-5-2 9:24","0:26:19","Speciality Offerings","B9"
"L2","El Born","19173","2023-5-2 9:51","0:00:40","Speciality Offerings","B9"
"L7","Poblenou","19174","2023-5-2 9:51","0:00:05","Website","B9"
"L5","Eixample","19175","2023-5-2 9:52","0:53:55","Instagram","B9"
"L2","El Born","19176","2023-5-2 10:47","0:02:40","Speciality Offerings","B9"
"L2","El Born","19177","2023-5-2 11:22","0:00:10","Location","B9"
"L2","El Born","19178","2023-5-2 11:23","0:04:07","Instagram","B9"
"L2","El Born","19179","2023-5-2 11:30","0:09:50","Instagram","B9"
"L2","El Born","19180","2023-5-2 15:49","1:04:12","Speciality Offerings","B5"
"L7","Poblenou","19181","2023-5-4 10:08","0:42:40","Location","B9"
"L6","Sarria","19182","2023-5-4 10:52","0:19:36","Website","B9"
"L3","Sants","19183","2023-5-4 13:18","0:00:06","Website","B9"
"L4","Gracia","19184","2023-5-4 13:19","0:20:29","Menu","B9"
"L2","El Born","19185","2023-5-4 14:51","0:17:20","Location","B9"
"L5","Eixample","19186","2023-5-4 15:09","0:00:11","Location","B9"
"L5","Eixample","19187","2023-5-5 20:58","0:00:49","Menu","B9"
"L1","Barceloneta","19188","2023-5-5 20:58","0:00:07","Location","B9"
"L6","Sarria","19189","2023-5-5 20:59","0:35:44","Speciality Offerings","B9"
"L2","El Born","19190","2023-5-5 21:39","0:09:48","Website","B9"
"L3","Sants","19191","2023-5-5 21:51","0:00:19","Speciality Offerings","B9"
"L1","Barceloneta","19192","2023-5-5 21:51","0:00:04","Speciality Offerings","B9"
"L4","Gracia","19193","2023-5-5 21:52","0:00:15","Speciality Offerings","B9"
"L3","Sants","19194","2023-5-5 21:52","0:00:24","Instagram","B9"
"L3","Sants","19195","2023-5-5 21:53","0:00:10","Location","B9"
"L4","Gracia","19196","2023-5-5 21:53","0:00:01","Instagram","B9"
"L7","Poblenou","19197","2023-5-5 21:53","0:00:09","Offers","B9"
"L1","Barceloneta","19198","2023-5-6 11:23","0:28:14","Accessability","B9"
"L3","Sants","19199","2023-5-7 10:20","0:10:07","Speciality Offerings","B5"
"L3","Sants","19200","2023-5-7 11:00","0:00:08","Instagram","B9"
"L2","El Born","19201","2023-5-7 11:00","0:00:04","Menu","B9"
"L7","Poblenou","19202","2023-5-7 11:01","0:00:04","Location","B9"
"L5","Eixample","19203","2023-5-7 14:09","0:00:05","Instagram","B5"
"L1","Barceloneta","19204","2023-5-7 14:30","0:00:04","Instagram","B5"
"L5","Eixample","19205","2023-5-7 14:31","0:25:06","Ratings","B5"
"L4","Gracia","19206","2023-5-7 15:52","0:03:52","Accessability","B5"
"L4","Gracia","19207","2023-5-7 18:11","0:16:10","Website","B9"
"L2","El Born","19208","2023-5-7 18:28","0:05:08","Instagram","B9"
"L5","Eixample","19209","2023-5-7 18:34","0:22:32","Website","B9"
"L4","Gracia","19210","2023-5-7 18:43","0:40:36","Website","B5"
"L2","El Born","19211","2023-5-7 18:58","0:11:59","Website","B9"
"L5","Eixample","19212","2023-5-7 19:32","0:03:14","Instagram","B5"
"L4","Gracia","19213","2023-5-7 23:39","0:37:53","Offers","B5"
"L3","Sants","19214","2023-5-8 1:13","0:14:51","Instagram","B5"
"L6","Sarria","19215","2023-5-8 1:13","0:00:25","Instagram","B5"
"L4","Gracia","19216","2023-5-8 1:31","0:00:14","Website","B5"
"L3","Sants","19217","2023-5-8 1:33","0:00:13","Accessability","B5"
"L6","Sarria","19218","2023-5-8 1:34","0:02:12","Instagram","B5"
"L2","El Born","19219","2023-5-8 1:36","0:07:35","Instagram","B5"
"L2","El Born","19220","2023-5-8 3:18","0:06:42","Location","B5"
"L7","Poblenou","19221","2023-5-8 4:35","0:00:06","Menu","B9"
"L3","Sants","19222","2023-5-8 5:12","0:17:56","Accessability","B9"
"L7","Poblenou","19223","2023-5-8 5:34","0:01:34","Ambience","B9"
"L7","Poblenou","19224","2023-5-8 5:45","0:19:04","Pet Friendly","B9"
"L3","Sants","19225","2023-5-8 7:39","0:00:26","Location","B5"
"L3","Sants","19226","2023-5-8 7:40","0:21:49","Location","B5"
"L6","Sarria","19227","2023-5-8 14:16","0:00:17","Instagram","B9"
"L2","El Born","19228","2023-5-8 14:17","0:00:52","Website","B9"
"L4","Gracia","19229","2023-5-8 14:17","0:00:05","Speciality Offerings","B9"
"L1","Barceloneta","19230","2023-5-8 14:17","0:00:11","Instagram","B9"
"L1","Barceloneta","19231","2023-5-8 15:37","0:01:52","Location","B9"
"L3","Sants","19232","2023-5-8 15:37","0:00:20","Instagram","B9"
"L2","El Born","19233","2023-5-8 15:37","0:00:08","Speciality Offerings","B9"
"L1","Barceloneta","19234","2023-5-8 17:15","0:00:08","Website","B9"
"L2","El Born","19235","2023-5-8 17:20","0:00:13","WiFi","B9"
"L7","Poblenou","19236","2023-5-8 17:21","0:02:48","Ambience","B9"
"L7","Poblenou","19237","2023-5-8 17:21","0:00:09","Speciality Offerings","B9"
"L4","Gracia","19238","2023-5-8 17:40","0:19:18","Instagram","B9"
"L2","El Born","19239","2023-5-9 17:11","1:03:01","Instagram","B9"
"L5","Eixample","19240","2023-5-10 8:28","0:34:16","Website","B9"
"L2","El Born","19241","2023-5-10 11:01","0:00:15","Instagram","B9"
"L7","Poblenou","19242","2023-5-10 11:04","0:00:25","Website","B9"
"L2","El Born","19243","2023-5-10 18:27","0:00:04","Menu","B9"
"L3","Sants","19244","2023-5-10 18:27","0:00:19","Speciality Offerings","B9"
"L2","El Born","19245","2023-5-10 18:28","0:00:07","Website","B9"
"L4","Gracia","19246","2023-5-10 18:28","0:00:20","Website","B9"
"L7","Poblenou","19247","2023-5-10 18:29","0:00:09","Speciality Offerings","B9"
"L1","Barceloneta","19248","2023-5-10 18:30","0:00:31","Location","B9"
"L1","Barceloneta","19249","2023-5-10 18:30","0:00:07","Instagram","B9"
"L2","El Born","19250","2023-5-10 18:32","0:00:09","Instagram","B9"
"L2","El Born","19251","2023-5-10 18:33","0:00:07","Website","B9"
"L1","Barceloneta","19252","2023-5-10 18:34","0:00:19","Instagram","B9"
"L2","El Born","19253","2023-5-10 18:34","0:00:04","Speciality Offerings","B9"
"L2","El Born","19254","2023-5-10 18:34","0:00:09","Location","B9"
"L1","Barceloneta","19255","2023-5-10 18:34","1:11:22","Offers","B9"
"L2","El Born","19256","2023-5-11 7:56","0:00:04","Quiet","B2"
"L3","Sants","19257","2023-5-11 7:57","0:00:56","Instagram","B2"
"L1","Barceloneta","19258","2023-5-11 7:58","0:00:06","Accessability","B2"
"L2","El Born","19259","2023-5-11 18:01","0:00:04","Accessability","B9"
"L4","Gracia","19260","2023-5-11 18:02","0:00:08","Menu","B9"
"L4","Gracia","19261","2023-5-11 18:02","0:00:08","Instagram","B9"
"L7","Poblenou","19262","2023-5-11 18:03","0:00:09","Instagram","B9"
"L4","Gracia","19263","2023-5-11 18:03","0:00:06","Pet Friendly","B9"
"L3","Sants","19264","2023-5-11 18:03","0:00:06","Ambience","B9"
"L5","Eixample","19265","2023-5-12 3:07","0:00:07","Instagram","B9"
"L3","Sants","19266","2023-5-12 3:12","0:06:11","Instagram","B9"
"L3","Sants","19267","2023-5-12 3:21","0:02:32","Speciality Offerings","B9"
"L1","Barceloneta","19268","2023-5-12 8:12","0:01:15","Ratings","B2"
"L3","Sants","19269","2023-5-12 8:13","0:00:01","Location","B2"
"L7","Poblenou","19270","2023-5-12 8:13","0:00:08","Speciality Offerings","B2"
"L3","Sants","19271","2023-5-12 8:14","0:18:36","Careers","B2"
"L2","El Born","19272","2023-5-12 14:53","0:00:15","Ambience","B2"
"L7","Poblenou","19273","2023-5-12 14:53","0:00:07","Website","B2"
"L2","El Born","19274","2023-5-12 14:54","0:00:23","Speciality Offerings","B2"
"L3","Sants","19275","2023-5-12 14:54","0:00:08","Website","B2"
"L3","Sants","19276","2023-5-13 17:47","0:11:07","Instagram","B5"
"L1","Barceloneta","19277","2023-5-13 17:59","0:36:31","Offers","B5"
"L4","Gracia","19278","2023-5-13 18:35","0:01:22","Location","B5"
"L1","Barceloneta","19279","2023-5-13 19:07","0:00:05","Website","B9"
"L3","Sants","19280","2023-5-13 19:07","0:00:10","Website","B9"
"L7","Poblenou","19281","2023-5-13 19:08","0:01:04","Offers","B9"
"L7","Poblenou","19282","2023-5-13 19:12","0:00:19","Website","B9"
"L5","Eixample","19283","2023-5-14 3:54","0:12:54","Menu","B2"
"L6","Sarria","19284","2023-5-14 7:58","0:24:35","Instagram","B2"
"L2","El Born","19285","2023-5-14 14:51","0:18:10","Speciality Offerings","B2"
"L5","Eixample","19286","2023-5-14 15:16","1:03:42","Website","B2"
"L2","El Born","19287","2023-5-14 17:27","0:16:32","Location","B5"
"L2","El Born","19288","2023-5-14 17:43","0:11:31","Location","B5"
"L1","Barceloneta","19289","2023-5-14 19:00","0:00:05","Ambience","B9"
"L1","Barceloneta","19290","2023-5-14 19:01","0:00:05","Website","B9"
"L2","El Born","19291","2023-5-14 19:01","0:00:06","Menu","B9"
"L1","Barceloneta","19292","2023-5-14 19:01","0:00:26","Instagram","B9"
"L2","El Born","19293","2023-5-15 3:35","0:00:31","Menu","B2"
"L5","Eixample","19294","2023-5-15 3:36","0:00:54","Location","B2"
"L7","Poblenou","19295","2023-5-15 3:37","0:00:59","Instagram","B2"
"L2","El Born","19296","2023-5-15 3:39","0:00:32","Careers","B2"
"L1","Barceloneta","19297","2023-5-15 3:40","0:00:45","Menu","B2"
"L5","Eixample","19298","2023-5-15 3:40","0:00:09","Instagram","B2"
"L2","El Born","19299","2023-5-15 3:45","0:00:04","Menu","B2"
"L1","Barceloneta","19300","2023-5-15 3:46","0:01:23","Location","B2"
"L5","Eixample","19301","2023-5-15 3:48","0:00:17","Location","B2"
"L6","Sarria","19302","2023-5-15 3:48","0:00:28","Location","B2"
"L1","Barceloneta","19303","2023-5-15 3:49","0:00:43","Speciality Offerings","B2"
"L7","Poblenou","19304","2023-5-15 3:50","0:00:11","Website","B2"
"L2","El Born","19305","2023-5-15 11:34","0:00:04","Location","B9"
"L7","Poblenou","19306","2023-5-15 11:35","0:00:06","Speciality Offerings","B9"
"L1","Barceloneta","19307","2023-5-15 11:39","0:00:31","Speciality Offerings","B2"
"L6","Sarria","19308","2023-5-15 11:39","0:00:20","Instagram","B2"
"L1","Barceloneta","19309","2023-5-15 11:43","0:00:34","Ratings","B2"
"L2","El Born","19310","2023-5-15 11:44","0:04:26","Instagram","B2"
"L1","Barceloneta","19311","2023-5-15 11:58","0:13:42","Menu","B2"
"L4","Gracia","19312","2023-5-15 16:49","0:03:56","Speciality Offerings","B9"
"L3","Sants","19313","2023-5-15 17:04","0:20:05","Website","B9"
"L7","Poblenou","19314","2023-5-15 17:42","0:00:58","Location","B9"
"L1","Barceloneta","19315","2023-5-15 17:43","0:01:26","Location","B9"
"L1","Barceloneta","19316","2023-5-15 17:45","0:00:05","Speciality Offerings","B9"
"L3","Sants","19317","2023-5-15 17:46","0:22:11","Speciality Offerings","B9"
"L1","Barceloneta","19318","2023-5-15 17:46","0:00:11","Website","B9"
"L6","Sarria","19319","2023-5-15 21:04","0:00:05","Website","B5"
"L5","Eixample","19320","2023-5-15 21:05","0:40:10","Website","B5"
"L5","Eixample","19321","2023-5-16 3:51","0:00:21","Instagram","B2"
"L7","Poblenou","19322","2023-5-16 3:51","0:00:33","Instagram","B2"
"L1","Barceloneta","19323","2023-5-16 3:52","0:01:13","Instagram","B2"
"L6","Sarria","19324","2023-5-16 4:34","0:22:29","Instagram","B9"
"L4","Gracia","19325","2023-5-16 14:43","0:01:04","Website","B2"
"L2","El Born","19326","2023-5-16 14:44","0:00:05","Speciality Offerings","B2"
"L3","Sants","19327","2023-5-16 14:45","0:00:04","Location","B2"
"L1","Barceloneta","19328","2023-5-16 14:46","0:00:17","Instagram","B2"
"L2","El Born","19329","2023-5-16 14:46","0:00:04","Website","B2"
"L3","Sants","19330","2023-5-16 14:47","0:00:09","Location","B2"
"L4","Gracia","19331","2023-5-17 6:43","0:03:30","Speciality Offerings","B5"
"L7","Poblenou","19332","2023-5-17 8:08","0:00:54","Accessability","B2"
"L1","Barceloneta","19333","2023-5-17 8:10","0:01:36","Website","B2"
"L3","Sants","19334","2023-5-17 8:10","0:00:19","Website","B2"
"L5","Eixample","19335","2023-5-17 8:12","0:16:05","Instagram","B2"
"L3","Sants","19336","2023-5-17 14:31","0:28:31","Speciality Offerings","B9"
"L6","Sarria","19337","2023-5-17 14:59","0:05:57","Speciality Offerings","B2"
"L2","El Born","19338","2023-5-17 14:59","0:00:32","Website","B2"
"L2","El Born","19339","2023-5-17 18:18","0:20:34","Website","B9"
"L2","El Born","19340","2023-5-17 18:18","0:00:07","Ambience","B9"
"L3","Sants","19341","2023-5-17 18:39","0:00:36","Location","B9"
"L1","Barceloneta","19342","2023-5-17 22:30","0:00:10","Offers","B5"
"L1","Barceloneta","19343","2023-5-17 22:31","0:39:37","Menu","B5"
"L2","El Born","19344","2023-5-18 9:34","0:20:13","Instagram","B9"
"L3","Sants","19345","2023-5-18 13:13","0:17:40","Website","B9"
"L7","Poblenou","19346","2023-5-18 14:35","0:00:06","Speciality Offerings","B9"
"L2","El Born","19347","2023-5-18 14:37","0:00:13","Menu","B9"
"L4","Gracia","19348","2023-5-18 14:37","0:00:07","Speciality Offerings","B9"
"L2","El Born","19349","2023-5-18 14:37","0:00:04","Offers","B9"
"L2","El Born","19350","2023-5-18 14:38","0:00:33","Location","B9"
"L2","El Born","19351","2023-5-18 14:38","0:00:18","Menu","B9"
"L6","Sarria","19352","2023-5-18 14:39","0:01:08","Website","B9"
"L7","Poblenou","19353","2023-5-18 14:39","0:00:09","Speciality Offerings","B9"
"L5","Eixample","19354","2023-5-18 14:54","0:02:12","Website","B9"
"L2","El Born","19355","2023-5-18 15:32","0:00:41","Accessability","B9"
"L2","El Born","19356","2023-5-18 15:32","0:00:15","Accessability","B9"
"L1","Barceloneta","19357","2023-5-18 18:14","0:02:52","Instagram","B9"
"L4","Gracia","19358","2023-5-18 18:14","0:00:01","Instagram","B9"
"L4","Gracia","19359","2023-5-18 18:14","0:00:20","Speciality Offerings","B9"
"L7","Poblenou","19360","2023-5-18 18:15","0:17:35","Ambience","B9"
"L1","Barceloneta","19361","2023-5-18 18:17","0:09:53","Instagram","B9"
"L4","Gracia","19362","2023-5-18 18:37","0:05:08","Menu","B9"
"L7","Poblenou","19363","2023-5-19 6:14","0:00:24","Speciality Offerings","B5"
"L2","El Born","19364","2023-5-19 6:15","0:00:12","Accessability","B5"
"L2","El Born","19365","2023-5-19 16:39","0:00:12","Menu","B5"
"L2","El Born","19366","2023-5-19 16:43","0:08:21","Location","B5"
"L1","Barceloneta","19367","2023-5-19 16:53","0:00:06","Speciality Offerings","B5"
"L2","El Born","19368","2023-5-19 16:54","0:00:29","Speciality Offerings","B5"
"L7","Poblenou","19369","2023-5-19 16:54","0:00:05","Location","B5"
"L6","Sarria","19370","2023-5-19 16:55","0:00:12","Careers","B5"
"L7","Poblenou","19371","2023-5-19 16:55","0:00:05","Menu","B5"
"L6","Sarria","19372","2023-5-19 17:12","0:02:45","Website","B9"
"L2","El Born","19373","2023-5-19 18:48","0:12:55","Instagram","B9"
"L1","Barceloneta","19374","2023-5-19 19:02","0:19:44","Menu","B9"
"L2","El Born","19375","2023-5-20 7:57","0:00:21","Location","B2"
"L2","El Born","19376","2023-5-20 7:58","0:01:12","Location","B2"
"L3","Sants","19377","2023-5-20 7:58","0:00:07","Website","B2"
"L3","Sants","19378","2023-5-20 11:28","0:00:38","Website","B9"
"L1","Barceloneta","19379","2023-5-20 11:29","0:00:04","Quiet","B9"
"L3","Sants","19380","2023-5-20 11:30","0:00:36","Accessability","B9"
"L6","Sarria","19381","2023-5-20 11:30","0:00:05","Speciality Offerings","B9"
"L1","Barceloneta","19382","2023-5-20 11:30","0:00:04","Speciality Offerings","B9"
"L1","Barceloneta","19383","2023-5-20 11:31","0:00:48","Website","B9"
"L2","El Born","19384","2023-5-20 11:32","0:00:26","Location","B9"
"L2","El Born","19385","2023-5-20 11:33","1:10:17","Menu","B9"
"L1","Barceloneta","19386","2023-5-20 12:54","0:12:08","Quiet","B9"
"L7","Poblenou","19387","2023-5-20 12:54","0:00:02","Location","B9"
"L6","Sarria","19388","2023-5-20 13:10","0:00:36","Website","B9"
"L2","El Born","19389","2023-5-20 13:11","0:00:22","Accessability","B9"
"L3","Sants","19390","2023-5-20 13:12","0:01:14","Speciality Offerings","B9"
"L7","Poblenou","19391","2023-5-20 13:13","1:52:59","Accessability","B9"
"L7","Poblenou","19392","2023-5-20 16:02","0:00:10","Offers","B9"
"L1","Barceloneta","19393","2023-5-20 16:03","0:00:06","Speciality Offerings","B9"
"L1","Barceloneta","19394","2023-5-20 16:03","0:00:08","Ambience","B9"
"L7","Poblenou","19395","2023-5-20 16:03","0:00:06","Speciality Offerings","B9"
"L1","Barceloneta","19396","2023-5-20 16:04","0:00:25","Accessability","B9"
"L2","El Born","19397","2023-5-20 16:05","0:01:01","Ratings","B9"
"L2","El Born","19398","2023-5-20 16:05","0:00:14","Menu","B9"
"L3","Sants","19399","2023-5-20 16:06","0:00:05","Instagram","B9"
"L3","Sants","19400","2023-5-20 16:06","0:00:08","Website","B9"
"L3","Sants","19401","2023-5-20 16:06","0:00:06","Website","B9"
"L3","Sants","19402","2023-5-20 16:06","0:00:05","Accessability","B9"
"L1","Barceloneta","19403","2023-5-20 16:07","0:00:33","Speciality Offerings","B9"
"L6","Sarria","19404","2023-5-20 16:07","0:00:12","Location","B9"
"L6","Sarria","19405","2023-5-20 16:07","0:00:11","Website","B9"
"L2","El Born","19406","2023-5-20 16:08","0:03:20","Website","B9"
"L1","Barceloneta","19407","2023-5-20 16:08","0:00:17","Careers","B9"
"L7","Poblenou","19408","2023-5-20 16:13","0:00:59","Location","B9"
"L3","Sants","19409","2023-5-20 16:13","0:00:08","Website","B9"
"L2","El Born","19410","2023-5-20 16:14","0:56:28","Location","B9"
"L6","Sarria","19411","2023-5-20 17:17","0:01:20","Website","B3"
"L2","El Born","19412","2023-5-20 17:19","0:01:16","Instagram","B3"
"L5","Eixample","19413","2023-5-20 17:20","0:00:01","Website","B3"
"L3","Sants","19414","2023-5-20 17:20","0:30:03","Ratings","B9"
"L6","Sarria","19415","2023-5-20 17:47","0:36:51","Location","B3"
"L5","Eixample","19416","2023-5-20 19:03","0:00:05","Instagram","B9"
"L1","Barceloneta","19417","2023-5-20 19:04","0:07:01","Instagram","B9"
"L1","Barceloneta","19418","2023-5-21 1:55","0:00:07","Location","B9"
"L4","Gracia","19419","2023-5-21 2:00","0:10:05","Website","B9"
"L2","El Born","19420","2023-5-21 2:10","0:00:19","Website","B9"
"L2","El Born","19421","2023-5-21 2:10","0:00:06","Careers","B9"
"L5","Eixample","19422","2023-5-21 2:11","0:00:59","Instagram","B9"
"L3","Sants","19423","2023-5-21 2:13","0:01:44","Location","B9"
"L3","Sants","19424","2023-5-21 2:15","1:39:31","Careers","B9"
"L2","El Born","19425","2023-5-21 2:15","0:00:11","Speciality Offerings","B9"
"L4","Gracia","19426","2023-5-21 2:15","0:00:11","Speciality Offerings","B9"
"L2","El Born","19427","2023-5-21 3:57","0:45:51","Offers","B2"
"L3","Sants","19428","2023-5-21 4:20","0:12:08","Accessability","B9"
"L5","Eixample","19429","2023-5-21 4:20","0:00:08","Speciality Offerings","B9"
"L1","Barceloneta","19430","2023-5-21 4:38","0:19:18","Speciality Offerings","B9"
"L6","Sarria","19431","2023-5-21 4:38","0:00:04","Instagram","B9"
"L2","El Born","19432","2023-5-21 4:58","0:08:27","Website","B9"
"L2","El Born","19433","2023-5-21 4:58","0:00:04","Location","B9"
"L7","Poblenou","19434","2023-5-21 5:11","0:00:07","Location","B9"
"L2","El Born","19435","2023-5-21 5:12","0:35:37","Website","B9"
"L1","Barceloneta","19436","2023-5-21 5:48","1:09:17","Instagram","B9"
"L4","Gracia","19437","2023-5-21 5:48","0:00:04","Careers","B9"
"L2","El Born","19438","2023-5-21 7:08","0:00:18","Speciality Offerings","B9"
"L1","Barceloneta","19439","2023-5-21 7:09","0:01:44","Instagram","B9"
"L7","Poblenou","19440","2023-5-21 7:11","0:01:56","Instagram","B9"
"L3","Sants","19441","2023-5-21 7:11","0:00:35","Instagram","B9"
"L1","Barceloneta","19442","2023-5-21 7:13","0:01:59","Speciality Offerings","B9"
"L7","Poblenou","19443","2023-5-21 7:16","0:00:39","Website","B9"
"L6","Sarria","19444","2023-5-21 7:17","0:00:59","Instagram","B9"
"L4","Gracia","19445","2023-5-21 7:17","0:00:30","Website","B9"
"L6","Sarria","19446","2023-5-21 7:18","0:01:33","Location","B9"
"L2","El Born","19447","2023-5-21 7:18","0:00:25","Instagram","B9"
"L1","Barceloneta","19448","2023-5-21 7:20","0:00:36","Website","B9"
"L5","Eixample","19449","2023-5-21 7:21","0:01:24","Location","B9"
"L4","Gracia","19450","2023-5-21 7:21","0:00:10","Speciality Offerings","B9"
"L2","El Born","19451","2023-5-21 7:22","0:00:34","Accessability","B9"
"L3","Sants","19452","2023-5-21 7:22","0:00:04","Menu","B9"
"L3","Sants","19453","2023-5-21 7:23","0:01:33","Instagram","B9"
"L2","El Born","19454","2023-5-21 7:23","0:00:08","Accessability","B9"
"L1","Barceloneta","19455","2023-5-21 7:25","0:30:14","Instagram","B9"
"L3","Sants","19456","2023-5-21 7:56","0:00:47","Website","B2"
"L1","Barceloneta","19457","2023-5-21 7:56","0:00:07","Speciality Offerings","B2"
"L1","Barceloneta","19458","2023-5-21 7:57","0:00:05","Instagram","B9"
"L3","Sants","19459","2023-5-21 7:58","0:00:14","Speciality Offerings","B9"
"L1","Barceloneta","19460","2023-5-21 7:59","0:00:05","Location","B2"
"L1","Barceloneta","19461","2023-5-21 8:00","0:42:34","Website","B2"
"L4","Gracia","19462","2023-5-21 8:00","0:00:04","Instagram","B2"
"L1","Barceloneta","19463","2023-5-21 8:05","1:08:15","Speciality Offerings","B9"
